Scores,Queries,Caches
0.76360786,"Mom! Streaming IS a real job! No, I will NOT clean my room!",Nothing
0.79312444,"minotaur in a fireman outfit, in the style of Frank Franzetta, beefcake","minotaur in a fireman costume, beefcake calendar photo"
0.89831257,"Award Winning Portrait of a tramp in rags with beautiful eyes by Lee Jeffries, 85mm ND 4",Award Winning Portrait of a Baglady by Lee Jeffries
0.72355646,portrait of a beautiful woman,**movie close-up shot of a beauty woman portrait**
0.7074816,"an earthworm crawling out of an apple, in the style of picasso",an apple
0.6728904,The Burgess Shale,exploring the multiverse
0.72188157,"4k cinematic full view ethereal Skull wearing intricate religious gilded Madonna crown by Peter Mohrbacher, by Ruan Jia, by Greg Rutkowski, detailed and realistic, poetic and symbolic, Trending on Artstation","the goddess of vengeance by pete mohrbacher, digital art, unreal engine, wlop, trending on artstation, 4K UHD image"
0.5831056,A painting of Todd Howard of Bethesda Game Studios peeking out from under your bed,
0.6412042,jesus turning water into mountain dew,
0.7174866,"An oil painting of a lighthouse on a rough sea at night, moonlight shining through the clouds, Tyndall effect, BioShock, 80s sci-fi, Retro Futurism Art--h 1024 --w 1024","A highly detailed serene watercolor painting of a captivating lighthouse and sole sailboat catching the wind,by Orris Moe & by Ferdinand Knab & by Ivan Aivazovsky."
0.66943574,"Steps 100 a DnD character card of a owl man who is headmaster of a magic school, one of his eyes is scratched, hyperdetailed concept art by Ross Tran and Greg Rutkowski, high quality DnD illustration, trending on ArtStationHQ, 8k","A stoic owlin man with a monacle who is headmaster of a school, with an injured left eye and spellbook in one feathered hand, Dungeons and Dragons concept art by Larry Elmore"
0.6755445,"Parent and 2 kids, cover of time magazine",the meaning of life
0.71009916,arctic manbearpig in its natural habitat,photo of a lion
0.854701,medieval city floating in the sky,fantasy medieval City with a large stone castle in the middle
0.6404708,"half elvis, half morgan freeman",
0.7160198,"“angel of water, by Pete Mohrbacher”","the goddess of vengeance by pete mohrbacher, digital art, unreal engine, wlop, trending on artstation, 4K UHD image"
0.65438133,a screenshot from the game Dynasty Warriors,a screenshot from elden ring of a unique NPC
0.7221662,back to the future cyber punk style,cyberpunk batman
0.70033926,"a cute spaniel playing a grand piano, illustration, hand drawn, b&w",black and white cat wearing a tuxedo sitting at a piano playing music 4k digital painting
0.61940247,"A beautiful painting of a group of people standing around a circular table. In the center of the table is a large, open book. The people in the painting are looking at the book with interest and appear to be discussing its contents. oil and canvas, cyberpunk, avant garde by Jean Fouquet 8k",
0.8130563,an underrated tool for getting through life,the meaning of life
0.6206007,fear the walking dead,
0.6642537,"A dark room with a large colored snake in the center of it. High detailed, cinematic lighting, horror, dark fantasy matte painting.",interior of abandoned warehouse full of boxes and concept art grey light by night
0.8536879,"a new vehicle for the year 2030, by Khyzyl Saleem and Filippo Ubertino and Javier Oquendo, octane rendering","a new based on two random cars combined, by Khyzyl Saleem and Filippo Ubertino and Javier Oquendo, octane rendering, do not crop the car out of image"
0.60730547,"“schematic diagram of a banana,by Leonardo davinci, detailed, sketch, notebook,8k”",
0.74557835,A hipster on a farm.,cool dog
0.71815705,"Beautiful swiss chalet made of intricate watch parts, cogs, gears, levers, jewels, trending on artstation","Beautiful swiss chalet made of intricate watch parts, rolex, breitling, detailed oil painting"
0.76343095,"A still of Will Smith slapping Kermit the frog at the Oscars, 4K","the oscars with Will Smith slapping a dwarf, grek rutkowski, art station"
0.6577264,Peruvian landscape,Earth
0.6976239,A still of Butt-head in Street Fighter V (2016),"jarl balgruff vs tarnished in street fighter, epic, realism, true to nature"
0.81921136,a sign with text “Hello World!”,hello world
0.6776295,"photorealistic portrait of an old witch in a cave, face in firelight with cat","A photorealistic image of a woman in a dark cave, holding red magic in her hands, illuminating the area, by Max Hay and Anton Fadeev, Trending on artstation, 8k quality"
0.58493346,"Artwork by Arthur Adams, Charles Addams, Etel Adnan, Alena Aenami, Hilma Klint, Leonid Afremov, Petros Afshar, Ivan Aivazovsky, Anni Albers, Lilia Alvarado, Yoshitaka Amano, Cuno Amiet, Sophie Anderson, Wes Anderson, Tadao Ando, Esao Andrews, Mordecai Ardon, Mark Arian, Howard Arkley, Rolf Armstrong, Artgerm, John Atkinson Grimshaw, Milton Avery, Christopher Balaskas, Hans Baluschek, Wayne Barlowe, Will Barnet, John Bauer, Gustave Bauemann, Manjit Bawa, Kate Beaton, Beeple, Zdzislaw Beksinski, Zdzisław Beksiński, Julie Bell, John Berkey, Elsa Beskow, Albert Bierstadt, Ed Binkley, Antoine Blanchard, Don Bluth, Chesley Bonestell, Franklin Booth, Mat Bors, Johfra Bosschart, Charlie Bowater, Noah Bradley, Gerald Brom, Quint Buchholz, Jim Burns, Bob Byerley, Arnold Böcklin, Clyde Caldwell, Carl Gustav Carus, John Chamberlain, Tom Chambers, Katia Chausheva, Howard Chaykin, Hsiao-Ron Cheng, Michael Cheval, Sandra Chevrier, James C. Christensen, Frederic Edwin Church, Pieter Claesz, Harry Clarke, Thomas Cole, Richard Corben, Joseph Cornell, Gregory Crewdson, Henri-Edmond Cross, Krenz Cushart, Alan Davis, Gabriel Dawe, Giorgio de Chirico, Michael De Forge, Evelyn De Morgan, Roger Dean, Jean Delville, Guy Denning, Mike Deodato, Andre Derain, Brian Despain, Charles Maurice Detmold, Vincent Di Fate, Gustave Doré, Patrick Dougherty",
0.74557185,"a rat with steampunk googles, by Artstation ","ghost of the machine, steampunk, 4k, artstation, octane render"
0.7385368,Mr Bean as Mona Lisa by Greg Rutkowski,snoop dog as the Mona Lisa
0.71113205,"“Woman flies like a colorful eagle over the mystic rivers, valleys and dark forests to the glistening ocean , abstract art in the style of Cubism’”","“woman swims like a fish in the stormy waters, abstract art in the style of a mola”"
0.7704694,a striking hyper real manga illustration of Elle Fanning with a crown by Kentaro Miura,"an illustration of Elle Fanning, in the style of Jean Giraud Moebius"
0.644945,"tree full of CRT televisions evening, photorealistic",
0.7419888,Marilyn Monroe by Picasso,a portrait of marilyn monroe made out of stained glass
0.78491294,jerma in the backrooms,backrooms
0.64572096,"a Sierpinksi carpet, award winning photo",
0.61374557,a pentagram summoning circle for more heinz ketchup,
0.69212705,"an image of a beautiful mythical fantasy forest filled with dancing elves and fairies, by Stanley Artgerm Lau , greg rutkowski, thomas kindkade, alphonse mucha, loish, norman Rockwell","a beautiful angel wearing gilded armor, by Stanley Artgerm Lau , greg rutkowski, thomas kinkade, alphonse mucha, loish, norman Rockwell"
0.6154937,the flag of Bajookieland,
0.48365265,"Shrek, Gru, and Thanos in black tuxedos singing in the foreground with a black background behind them.",
0.5662116,"Japanese sleeper train with kangaroo. Detailed, soft pastel colors",
0.7059691,angels and demons apocalypse twilight,a world of chaos
0.9152093,Toyota AE86 drift on a mountain,"Toyota AE86 drifting down a mountain, aesthetic, photo, ambient lighting"
0.75947297,"Portrait painting of modern Vincent Van Gogh cosplaying as Gal Godot Wonder Woman Superhero by Claude Monet, original Post Impressionist art",Portrait photograph of Gal Godot as Wonder Woman by Claude Monet
0.66960585,Promotional art for the Scooby Doo meets Lupin III crossover,Female Shaggy from Scooby Doo
0.8457861,"Seattle flooded in a sea of gooey orange nacho cheese, realistic photograph","Seattle flooded in a sea of Taco Bell nacho cheese, realistic photograph, iconic Seattle spots, phone camera"
0.976063,"old vintage photo of biomechanical astronaut in a ribbed spinal spacesuit laying in fields of wildflowers, skull in broken space helmet, beautiful amazing digital art 3D render 8K rendered in Octane, harsh flash photo at night","biomechanical ribbed spinal astronaut in a spacesuit laying in fields of wildflowers, skull in broken space helmet, beautiful amazing digital art 3D render 8K rendered in Octane, harsh flash photo at night"
0.76486236,Spooky Scary Ghost haunting your house,A hooded monster lurking in an abandoned home
0.76336515,"touhou girl, trending on pixiv",Cirno from Touhou. 8k resolution gelbooru image
0.6592798,"the avengers movie poster in the style of esao andrews, oil painting",a 2 headed man breathing fire by Esao Andrews
0.6488503,"An old school bus decorated for Halloween, with all the windows painted with different things",
0.63113797,Joe Biden with glowing red eyes is in the Baba Yaha house chasing down terrified peasants in a dark and spooky forest,
0.69310963,A painting of Zephyrus: the warm and nurturing west wind,"The end of the world, oil painting"
0.9817165,"old vintage photo of biomechanical ribbed spinal astronaut in a spacesuit laying in fields of wildflowers, skull in broken space helmet, beautiful amazing digital art 3D render 8K rendered in Octane, harsh flash photo at night","biomechanical ribbed spinal astronaut in a spacesuit laying in fields of wildflowers, skull in broken space helmet, beautiful amazing digital art 3D render 8K rendered in Octane, harsh flash photo at night"
0.9667887,"Master chief from halo, wielding the infinity gauntlet, 1970s vintage art,","Master chief wielding the infinity gauntlet, 1970s vintage art"
0.6574603,"Delicate blond male mechanical Angel dying on an anvil in the sun, 4k digital illustration by Artgerm, wlop, James Jean, Andrei Riabovitchev, Marc Simonetti, yoshitaka Amano, Artstation, CGsociety","Lucius as a beautiful androgynous blond man, white dress shirt and black miniskirt stockings heels, fluffy long curly blond hair, 4k digital illustration by Artgerm, wlop, James Jean, Andrei Riabovitchev, Marc Simonetti, yoshitaka Amano, Artstation, CGsociety"
0.77144563,"cool moose wearing a suit and sunglasses, digital art",smiling anthropomorphic bipedal moose cartoon edition stylized trending on artstation very popular lovable image lovable children's mascot. muzzy.
0.86660904,"A hd surrealism landscape of swirling galaxy starry sculptures by dali and kandinsky, ultra detailed, ultra realistic, 8k","a hd surrealism painting of 3d cast glass galactic sculptures by dali and kandinsky, ultra detailed, 8k"
0.8969542,"a very loose crosshatching ink drawing of an apple brightly lit from one side, silhouette, on a table, bright white background","a pen and ink drawing of an apple brightly lit from one side, silhouette, on a table, white background"
0.6158899,"A beautiful painting of a abstract composition of geometric shapes in various colors. heliotrope, iridescent, 1940s by Martin Ansin, by Ronald Balfour, by Tim Doyle",
0.759575,"a realistic painting of a goblin dancing in a field of mushrooms by Kuang Hong,","Mice in a field of mushrooms, grungecore, oil painting"
0.69767606,"dinosaur eating a duck intricate artwork by Tooth Wu and wlop and beeple and Dan Mumford. Octane render, trending on artstation, greg rutkowski very coherent symmetrical artwork. Cinematic, hyper realism, high detail 8k","\'Concept art of a gray humanoid lizard skeleton standing on two legs, wearing armor and an ornate, voidlike shield, and casting a lightning spell\' by Dan Mumford"
0.7946109,pathways and philanthropy,problems and prevention
0.659466,"Rich Man throwing Money at the camera, canon",man with six arms sticking randomly out of his torso
0.7035353,Trash Carousel,Midjourney
0.8789013,"NEW SEALED Super Joe Biden 2 for DS, Nintendo DS Video Game, Rated E10, EBay, Box Art, DS",NEW SEALED Super Joe Biden Nintendo 64 Video Game
0.91630137,"A college built from dark bricks on a low cliff above the ocean, art by Hayao Miyazaki, art by Studio Ghibli, anime","A university built on the cliffs above the ocean, all from dark stone, with tall towers, art by Hayao Miyazaki, art by Studio Ghibli, anime"
0.8333943,"sci-fi organic brutalism speed dynamic o x u wall panel on the coronation of napoleon painting and digital billboard in the middle, unreal engine 5, keyshot, octane, artstation trending, ultra high detail, ultra realistic, cinematic, 8k, 16k, in style of zaha hadid, in style of nanospace artstation, in plastic,dark, tilt shift,","sci-fi wall structure on the coronation of napoleon painting and digital billboard in the middle, unreal engine 5, keyshot, octane, artstation trending, ultra high detail, ultra realistic, cinematic, 8k, 16k, in style of zaha hadid, in plastic, dark, tilt shift,"
0.71921885,"footprints full of blood, detailed award-winning digital 2d fantasy art, trending on ArtStation","the pain of death by Greg rutkowski and zdzislaw beksiński, trending on artstation, artstationHD, artstationHQ, unreal engine, 4k, 8k"
0.70328677,"a diagram of a Taco Bell burrito, by Leonard da Vince",Taco Bell as a prison
0.7004328,young george w bush playing pickleball + photorealistic + hyper detailed,"lady wearing a blue skirt playing pickleball with Eddie Murphy, photo, 4k"
0.6585622,Two nerdy geeks first fighting in a Tekken styled psx high school hallway. Bonus rage mode enabled.,realistic oil painting of a cyberpunk BioShock Tekken 3 gameplay WR Speedrun screenshot. By Nintendo fighting v3
0.68263733,Portrait photography of Barak Obama as a hunter from 'Bloodborne',stunning professional portrait photography of the first black female president of the United States
0.6725422,"A Cubist steel sculpture by Pablo Picasso of an anime maid cafe girl, photographed in an outdoor sculpture garden",A sculpture by Louise Nevelson of sheet music containing real notes from the Star Wars opening theme; on display in an outdoor sculpture garden
0.5758122,"a peaceful hd photo of sorrento, italy",
0.7026409,cyberpunk retro neural network futuristic sci-fi glitchcore biopunk,kongsvinger city in the style of cyberpunk
0.7238745,mikky ekko,amongus
0.66789275,"a workshop with light coming out of the garage, hilly area, middle of the night, street lamp. Very beautiful matte painting by Greg Rutkowski",an empty parking lot at midnight lit by streetlamps werewolf from van helsing unreal engine hyperreallistic render 8k
0.6908053,"the magic man in a magic land, 4k","a bag holding the universe, digital art, 4k"
0.6596554,"A server box designed by apple, it is used to create amazing images by crafting light from imaginations",fantasy book cover
0.7656311,a monster eating a fish,a realistic dragon
0.75339776,cute cartoon snake,Scientific illustration of several snakes
0.6980469,screenshots from an anime of Shaggy from Scooby-Doo unlocking his full potential and going super saiyan for the first time,A still from a stereotypical beach anime episode
0.6897108,"Gustavo Fring making a goofy face, photo 4k","Camilo Cesar Augusto Gomez Chaparro, perfect face proportions, 8k, cinematic, reality, n 7"
0.59453154,"A epic and beautiful rococo painting of a young arab boy covered in yellow cloth surrounded by wolves of ashes, standing before a desert of ashes. ultra-detailed. Anime, pixiv, UHD 8K CryEngine, octane render",
0.70788383,"king of hell, hyper realistic, photo realistic, oil painting,",Award Winning Portrait Oil On Canvas
0.5757518,"Thanos shopping for nails at Tesco, 4k",
1.0000002,"A young beautiful Asian woman with blue hair and elf ears as a demigoddess of scintillating radiance, long fluffy hair, wreathed in magnificent flames stalking across a swamp with many natural stone spikes rising from the water. A concrete and steel structure is impaled by taller spikes in the distance shrouded by fog at night with a starry sky, fantasy, hyperrealism, octane render, photorealistic concept art, highly detailed, oil on canvas, golden hour, artstation, by J. C. Leyendecker and Peter Paul Rubens","A young beautiful Asian woman with blue hair and elf ears as a demigoddess of scintillating radiance, long fluffy hair, wreathed in magnificent flames stalking across a swamp with many natural stone spikes rising from the water. A concrete and steel structure is impaled by taller spikes in the distance shrouded by fog at night with a starry sky, fantasy, hyperrealism, octane render, photorealistic concept art, highly detailed, oil on canvas, golden hour, artstation, by J. C. Leyendecker and Peter Paul Rubens"
0.6465354,"a young Woody Allen with Frank Zappa\'s mustache, cool, famous, glossy, bizarrrrre",
0.6575187,Pikachu holding a red lightsaber in a dark red and black ambient lighting,pikachu smoking a cigarette
0.7020588,"A pink unicorn  jumping through the air, mystical fantasy, Dungeons and Dragons, Wizards of the Coast",pink cartoon dragon
0.82973367,mind rot,consciousness
0.71931535,"An observation room made for technology experiments on humans. Photography, Cinematic, Photoreal, Detailed, Artstation, Concept Art, cyberpunk","a bright fantasy sci fi city in the view of a citizen, luxurious, asgardian, featured on artstation, cinematic, cinematic lighting, octane render, 4k hd artwork"
0.59112805,"newspaper photo of me with my arm stuck into a vending machine up to my elbow, i am sobbing as firemen try to rescue me",
0.76522976,"a Soviet city on the moon street photo, sunrise, long shadows, photorealistic, stunning, magnum photos 4k","an Eastern European Soviet blocky capitol city on the moon bird’s eye view, sunrise, long shadows, trending on Unreal Engine 5, photorealistic, stunning, award winning photo"
0.7244655,"A caravan ambushed by wizard bandits, artstation","ghost of the machine, steampunk, 4k, artstation, octane render"
0.678455,woodrow wilson going super saiyan in dragonball-z (1998),"Jason Statham is the tooth fairy , Dragonball-z super Saiyan version"
0.6812776,"Donald Trump doing the walk of shame, kodak, 1990 Christmas Party","a picture of me embarrassing myself at the company Christmas party, kodak"
0.62682956,Red Gumby,
0.7078255,"realistic anime digital art, holding an umbrella in the rain",a anime girl holding several balloons in a dark rainy alleyway
0.77233756,hyper detailed creepy dimly lit filmic movie like wide shot color film 35mm photograph of shocked scientist in a top secret lab in 1982 looking into a micrsocope,hyper detailed creepy dimly lit film movie like wide shot photograph of scientist in a top secret military base in 1982 lighting an entire crate of dynamite on fire
0.57499975,"A portrait of a plump woman, a cute art neuveau woman with brown hair in a Bob, no bangs, brown eyes, full face, olive skin, romanian heritage, medium shot, mid-shot, hyperdetailed, 8k, by mucha",
0.71997035,"a beautiful anime-style digital concept painting of a young woman studying alone in front of a window with a view of a fantasy world, by Stanley Artgerm Lau, WLOP, Rossdraws, LeraPi, and Sakimichan, trending on artstation","anime girl portrait, made by Stanley Artgerm Lau, WLOP, Rossdraws, James Jean, Andrei Riabovitchev, Marc Simonetti, Yoshitaka Amano, ArtStation, CGSociety"
0.6416989,Megan McCarthy\'s guest appearance on Star Trek: Deep Space Nine,
0.63525134,A guinea pig paddling a kayak on a calm river,
0.6364625,"the world seen by the blind using echolocation, black and blue atmosphere",
0.9718084,"Kratos and Aloy handshaking vigorously on a battlefield, digital art, unreal engine render, highly detailed, close up shot, dramatic lighting","Kratos and Aloy handshaking vigorously on a battlefield, digital art, unreal engine render, highly detailed"
0.735191,"female demon, beautiful, scary, fire, dark, cinematic, high detail,","An abstract painting of a beautiful female made of fire, vector graphics, artstation"
0.6908261,Joe Biden Getting Monkey'd In Minecraft With Mookie @mookie,anime Joe Biden
0.74625194,Veigar from League of Legends as an anime character,Mirana from dota fighting Luna from Dota
0.67899346,"samurai Champloo Samuel Jackson samurai walking with shiefed katana, in style of samurai Champloo anime",An illustration of an astronaut samurai. Late Shogunate period.
0.6264415,"armenia quindio, Artwork by Makoto Shinkai, wallpaper, 4k, high quality, official media",
0.78878325,a screenshot of russian super mario brothers bootleg knockoff,supermario
0.7244147,flat earth's borders,Earth
0.695945,angry bird making a business deal,horrified emoji
0.6314618,A very very beautiful painting of a bison with colorful butterfly wings in flight over glistening lavender fields at dawn,
0.9479803,A photograph of Todd Howard of Bethesda Game Studios peeking out from under your bed,A painting of Todd Howard of Bethesda Game Studios peeking out from under your bed
0.63440776,gamer rgb diaper,
0.6405853,"A ringed planet, Hubble image, iridescent colours",
0.7020588,"A pink unicorn  jumping through the air, mystical fantasy, Dungeons and Dragons, Wizards of the Coast",pink cartoon dragon
0.54078805,"a delicate renaissance marble sculpture covered with water veil, highly detailed transparent marble cloth, gi, global illumination, physically based rendering, photorealistic, top light, dark background",
0.7843057,a striking hyper real illustration of Elle Fanning with a crown by Junji Ito,"an illustration of Elle Fanning, in the style of Jean Giraud Moebius"
0.6870212,back to the future cyber punk style photorealistic,"solarpunk city, photorealistic, hyper detailed"
0.66882706,"professional headshot of young Peruvian man with white background, photorealistic",YouTuber MeetKevin in caricature format
0.7395005,"an underwater city with a failing force field water is starting to flood the city sparks dance across the surfaces the city pushes upwards fighting the flow of both water and time, oil painting, comic artwork",feng zhu painting of glass cyber punk city
0.7121774,"a beautiful brutal warrior brutally destroys his enemies on the battlefield, wrath flame and ruin, oil painting, trending on artstation","the goddess of vengeance by pete mohrbacher, digital art, unreal engine, wlop, trending on artstation, 4K UHD image"
0.90109813,artwork by Justin Gerard and Jeff Easley showing a dragon smoking his pipe at sunset,artwork by Justin Gerard and Jeff Easley showing a dragon sitting on a volkano smoking his pipe
0.87291455,"Earth as a ringed planet, Hubble image","A ringed planet, Hubble image, iridescent colours"
0.7173469,"4k cinematic full view ethereal Skull wearing intricate religious gilded Madonna crown ivory , Unreal Engine 5, God Rays, Lumen, by Peter Mohrbacher, by Ruan Jia, by Greg Rutkowski, by Leonardo Da Vinci, detailed and realistic, poetic and symbolic, Trending on Artstation","a photo of 8k ultra realistic corrupted lovecraftian queen, intricate white and gold neon, ornate, cinematic lighting, trending on artstation, 4k, hyperrealistic, focused, high details, unreal engine 5, cinematic, masterpiece"
0.7121774,"a beautiful brutal warrior brutally destroys his enemies on the battlefield, wrath flame and ruin, oil painting, trending on artstation","the goddess of vengeance by pete mohrbacher, digital art, unreal engine, wlop, trending on artstation, 4K UHD image"
0.6104555,"a water village in South China, water color, by Wu Guanzhong",
0.76336515,"touhou girl, trending on pixiv",Cirno from Touhou. 8k resolution gelbooru image
0.9344382,"Old japanese architecture village in a  Japanese valley, cinematic sky, green mountains with snow peaks, river flowing in between, digital art, 4k, 8k, trending on ArtStation","Old japanese architecture in a Japanese valley, dramatic sky, green mountains with snow peaks, digital art, 4k, 8k, trending on ArtStation"
0.8262063,"Award Winning Portrait of a Bedouin with beautiful eyes by Lee Jeffries, 85mm ND 5, perfect lighting",Award Winning Portrait of a Baglady by Lee Jeffries
0.660092,Truman Capote in Italy,trump
0.80125356,"John Barilaro wearing clown makeup, portrait photograph","Photograph of Pauline Hanson wearing clown makeup, portrait photograph"
0.52301747,"beautiful oil painted landscape of Coney Island and wonder wheel,  ocean with flowy clouds dreamy  painted by Halil Ural and John Atkinson Grimshaw trending on artstation",
0.67180556,"McHanzo, Patreon, pin-up",YouTuber MeetKevin in caricature format
0.7221938,"a Communist city on the moon street photo, sunrise, long shadows, photorealistic, stunning, magnum photos 4k","an Eastern European Soviet blocky capitol city on the moon bird’s eye view, sunrise, long shadows, trending on Unreal Engine 5, photorealistic, stunning, award winning photo"
0.9325095,"Birds eye view of a metropolis at night, rectangular city grid with narrow streets, tall brutalist architecture buildings, all buildings have the same height, sparse streets amount, city lights spilling upwards above the top of the buildings, digital art, cyberpunk, sci-fi,","Birds eye view of a metropolis at night, rectangular city grid with narrow streets, tall brutalist architecture buildings, city lights spilling upwards above the top of the buildings,"
0.71687084,A magic portal in the outer space with a sandglass next to it,a wooden pier in space
0.831646,"Concept Art of cinematography of Terrence Malick film by van Rysselberghe, Theo",Concept Art of cinematography of Terrence Malick film by Greg Rutkowski
0.876723,"“death, style of Leonid afremov”","“slenderman, style of Leonid afremov”"
0.74134403,Mr toad sipping a cup of tea while wearing a knit sweater and sitting in an armchair. Painting by James Gurney,Mr toad sipping a cup of coffee in an armchair. A detailed painting by Sherree Valentine Daines
0.81291586,the creature that eats galaxies,the end of the universe
0.81353164,"portrait of Nickolas Cage, D&D, fantasy, highly detailed, digital painting, artstation, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha","digital fantasy portrait of a D&D paladin, by artgerm and Greg Rutkowski, trending on artstation"
0.77168727,film still of Homer Simpson in Star Wars (1977),cinematic film still of Homer Simpson in the Matrix
0.6782115,"small fox taking a bubble bath, digital art",a cute red panda in a bubble; digital art; trending on Artstation; unreal engine; 8k; n 6
0.9220239,"max accurate ultra detailed photo portrait of anthropomorph scifi lion robot, reflection, artstation, realistic, octane rendring, hyper realistic, megascan","max accurate ultra detailed photo portrait of anthropomorph scifi goat robot, reflection, artstation, realistic, octane rendring, hyper realistic, megascan"
0.69212705,"an image of a beautiful mythical fantasy forest filled with dancing elves and fairies, by Stanley Artgerm Lau , greg rutkowski, thomas kindkade, alphonse mucha, loish, norman Rockwell","a beautiful angel wearing gilded armor, by Stanley Artgerm Lau , greg rutkowski, thomas kinkade, alphonse mucha, loish, norman Rockwell"
0.89858776,"Joe Biden with glowing red laser eyes, Baba Yaga house chasing down terrified peasants, dark and spooky forest",Joe Biden with glowing red eyes is in the Baba Yaha house chasing down terrified peasants in a dark and spooky forest
0.6245949,a portrait of dana scully by Jack Kirby,
0.79190636,Sometimes familiar places appear totally different in our dreams: the Pyramids of Giza,The construction of the pyramids in the egypt era
1.0000001,"A epic and beautiful rococo painting of a young arab boy covered in yellow cloth surrounded by wolves of ashes, standing before a desert of ashes. ultra-detailed. Anime, pixiv, UHD 8K CryEngine, octane render","A epic and beautiful rococo painting of a young arab boy covered in yellow cloth surrounded by wolves of ashes, standing before a desert of ashes. ultra-detailed. Anime, pixiv, UHD 8K CryEngine, octane render"
0.79491,deeze nuts,"deez nuts, hairy and with veins, nikon 35mm,"
0.96836627,A liminal space,liminal space
0.7544994,aerial photo of LAX designed by Zaha Hadid,LaGuardia if it were designed by zaha hadid
0.57248676,underwater shipwreck of the Magic school bus,
0.62460047,"See no evil ,hear no evil, speak no evil, monkeys",
0.6661605,"elderly man with long beard on mountain top, photorealistic 4k",old man flying a quadcopter while smoking a cigar in the mountains
0.8350946,"A surreal dream landscape, cinematic lighting, detailed oil painting, 8k","the vast landscape of a alien planet in the HD1 galaxy, well lit, digital art, virtuosic painting, award winning, high quality, visual, sharp, backlit, gorgeous lighting"
0.660258,Psychedelic portrait of Philip Glass smoking a joint,"basquiat with dark glasses, smoking cannabis in a psychedelic metaverse, 16 K 3D ultrarealistic futuristic utopian and dystopian art, cry engine"
0.6974781,the Beatles preforming in a Walmart,"The Beatles group photograph in the 1970s, 70s, photograph, picture, realistic, hyperrealistic, 4k resolution, 8k resolution, HD Quality, very detailed, highly detailed, extremely realistic"
0.6636982,"a reflective sphere in the center of a room the black lodge, checkerboard tiled floor and red curtains",A glass sphere floating above a checkerboard floor in a room lined with movie posters
0.64492327,"portrait of a woman furry face and tinfoil hat by Edward Hopper and James Gilleard, highly detailed",
0.8121575,"surreal RPGmaker screenshot, with a lot of stuff in it. High saturation, colorful, gradients, and high contrasts.",RPGmaker screenshot
0.6990907,abandoned apartment building in the middle of the rainforest,a ramshackle house
0.6710781,illustration of a kawaii forest and sun,a cute smiling pumpkin bear
0.89576876,"gamer rgb diaper product, white background",gamer rgb diaper
0.73948395,Creepy painting of anthropomorphic carrot,a montage of giant anthropomorphic carrots destroying a city
0.7935613,magic ice,giant ice demon
0.93163216,"old vintage photo of beautiful man in a biomechanical ribbed spinal spacesuit laying in fields of wildflowers, skull in broken space helmet, beautiful amazing digital art 3D render 8K rendered in Octane","biomechanical ribbed spinal astronaut in a spacesuit laying in fields of wildflowers, skull in broken space helmet, beautiful amazing digital art 3D render 8K rendered in Octane, harsh flash photo at night"
0.74700403,"Portrait painting of modern Vincent Van Gogh but in a Wonder Woman costume cosplaying as Gal Godot Wonder Woman Superhero by Claude Monet, original Post Impressionist art",Portrait photograph of Gal Godot as Wonder Woman by Claude Monet
0.9366623,"A portrait of Nikki from Shining Nikki and Love Nikki, a cute 3d cgi toon young woman with long light pink hair, full bangs, hazel eyes, full round face, light makeup, pale skin, Chinese heritage, in the center midground, medium shot, mid-shot, hyperdetailed, 8k, trending on artstation, as a Pixar character","Portrait of Nikki from Shining Nikki and Love, a cute 3d cgi toon young woman with long light pink hair, full bangs, hazel eyes, full face, light makeup, pale skin, Chinese heritage, cute outfit, medium shot, mid-shot, soft focus, 4k, trending on artstation, as a Pixar character"
0.8734573,"NEW SEALED Super Joe Biden 3 for DS, Nintendo DS Video Game, Rated E10, EBay, Box Art, DS",NEW SEALED Super Joe Biden Nintendo 64 Video Game
1.0000002,A guinea pig paddling a kayak on a calm river,A guinea pig paddling a kayak on a calm river
0.60270596,"a movie frame of a frog playing bass guitar in a swamp at night, cinematic color, fast aperture",
0.67440057,painting of angels fighting demons,JRPG knight fighting a dragon
0.83739924,"Quindio, Artwork by Makoto Shinkai, wallpaper, 4k, high quality, official media","armenia quindio, Artwork by Makoto Shinkai, wallpaper, 4k, high quality, official media"
0.5886183,Kirk Gibson hitting the game winning home run in the 1988 World Series,
0.7025045,"typographic layout experiments, gouache","intricate and ornate calligraphic masterpiece by marian zazeela, monochromatic"
0.65423775,"photo of Maud Fealy in the 1900s, vintage, actress",photograph of the ghost of Lady Jane Grey
0.6135909,"Asian cyberpunk slum street market after rain, low fog and low light. Lots of electric cables",
0.6700214,realistic fox taking a bath with a shower cap on,fox wearing a christmas hat eating cheese at a fancy table
0.7232926,"a masterpiece anime portrait of Kirito with blue eyes, trending on artstation, by studio Ghibli, manga, quantum tracerwave, hyperwave vibes","Kirito in the metaverse, anime, hyperwave vibes, hexagonal gridspace going into the distance, quantum wavetracing"
0.74126846,two Japanese samurai fighting,A crazy samurai emerging from the mist
0.6959919,"World made out of triangles,4k",world map
0.6998216,"cloak man looking at giant troll, fantasy, art","Portrait of an Elf Warrior, digital art"
0.90090847,Peter pan sitting alone by Leonardo DaVinci ,Peter pan  by Leonardo DaVinci 
0.9717254,"tree full of CRT televisions in it, evening, photorealistic","tree full of CRT televisions evening, photorealistic"
